,ROOM TYPE>,ADMIT,AIRLOCK,ALCOVE,ANIMAL,ANTE.RM,ARCHIVE,ARMORY,AUDI,AUDI.S,AV.RM,BALANCE,BAR,BED.RM,BOOK.ST,CAGE.ST,CAGE.WA,CALLCTR,CASHIER,CHAPEL,CLASS,CLASS.S,CLEAN,CLINIC,COLD.RM,COMMON,COMPLAB,COMPTR,CONDO,CONF,CONSULT,CONTROL,COPY.RM,COURT,DANCE,DARK.RM,DECK,DET.RM,DINE.S,DINING,DRAFT,DRESS,DUBBING,EDTG.RM,ELV.LOB,EM.RM,EMP.SP,EQUIP,EXAM,EXHIBIT,FIELD,FILE.RM,FOYER,FREEZER,GAME,GARAGE,GIFT,GRN.RM,GYM,INCNTR,INFO,INST.RM,INTVIEW,JC,KIOSK,KIT.S,KITCHEN,LAB,LAB.OFF,LAB.S,LAUNDRY,LIB.S,LIBRARY,LIV.RM,LOAD.DK,LOBBY,LOCKER,LOUNGE,MAIL.RM,MORGUE,MUSEUM,OBSERV,OFFICE,OM*BOIL,OM*CHIL,OM*COM,OM*CORR,OM*ELEC,OM*ELEV,OM*EQ,OM*FAN,OM*FURN,OM*JC,OM*LOB,OM*MACH,OM*MECH,OM*RR,OM*STAI,OM*STO,OM*TELE,OM*VEST,ON.CALL,OR,PANTRY,PATIENT,PHARM,POOL,PORCH,PRACT,PREP.RM,PRIV.RM,PRNT.RM,PROC.RM,PROJECT,QUAR.RM,READ,REC.RM,RECEIVE,RECEP,RECORDS,RECOVER,RESI,RETAIL,RR,SAUNA,SCREEN,SCRUB,SEATS,SEMI,SHOP,SHOWER,SNACK,SOUND,STACK,STAGE,STATION,STERILE,STO,STOCK,STUDIO,STUDY,SUITE,SUPPLY,SURGERY,TAPING,TELE,TEST.RM,THEATER,THERAPY,TICKET,TOOL.RM,TRAIN,TRASH,TRASH.R,TREAT,TUTOR,UTILITY,VAULT,VENDING,VEST,VIDEO,VIVARIA,WAIT.RM,WARM.RM,WEIGHT,WORK.RM,XRAY,Grand Total
153,HSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,83.0,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,964.0
154,HSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.0,,,,,,,,,,1947.0
155,HSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,,,433.0,4493.0,,,,,,,,,,,,,,,1981.0,,,,386.0,,,,,,45.0,,,,433.0,,,56.0,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9268.0
156,HUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
157,IFT,,,,,,,,,,,,,,,,,,,,1535.0,,,,,,253.0,,,,,,,,,775.0,,,,,,,,,,,,138.0,,2016.0,,,,,,,,,,,,,,,,,304.0,399.0,,62.0,,,,,,,646.0,,,,,,1642.0,,,,,,,16.0,,,,,,,646.0,,,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,44.0,,,,,,,225.0,,3619.0,,,,,,,,,,,,,,,,,,,,114.0,,,,,,700.0,,13676.0
158,IRC,,,,,,,,,,,,,43705.0,,,,,,,1098.0,,,,,,,,,,,,,,,,,,,10672.0,,,,,,,,,,,,,,234.0,,,,,,,,,,,,240.0,2065.0,,,,809.0,,,3034.0,,2962.0,292.0,4977.0,269.0,,,,904.0,,,,,995.0,,1161.0,,,723.0,,,22221.0,836.0,,,672.0,49.0,,,841.0,,,,,355.0,,,,,,,,,,329.0,,,,,8352.0,,,,,491.0,,,,,,,,,2044.0,,,1851.0,,,,,,,,,,,,,,,,458.0,,,7752.0,,,,,,195.0,,120586.0
159,IRD,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,488.0,,,,,7076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,9028.0
160,ISE,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,,791.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,2597.0,,,,,,,,,,,,,,,5873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,10667.0
161,ISI,,,,,,,,,,73.0,,,,,,,,,,,,,,,,112.0,7584.0,,7550.0,,,222.0,,,,,,,,,,,,,,,696.0,,,,633.0,,,,,,,,,,,,,,,2301.0,5804.0,,,,,,,,214.0,,2681.0,,,,,45124.0,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,1422.0,,,,,,,,,,,,465.0,,,,,,,7653.0,,,,,347.0,,,,,,,,,,,,,,,,,237.0,,,,,,6173.0,,89452.0
162,IYH,,,,,,,,,,,,,,,,,,,,8480.0,,,,,,,,,1159.0,,,,,,,3216.0,,,,,,,,,,10589.0,489.0,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,3279.0,,,107.0,,,,2412.0,,,,0.0,520.0,268.0,39.0,,,58.0,,,0.0,776.0,1727.0,,252.0,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,4402.0,,,,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38564.0
163,JEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,10979.0,,,,,,,,,527.0,111.0,,,285.0,532.0,,,38.0,,,,124.0,,,,,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.0,,15404.0
164,JEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,1710.0,,,,219.0,,59.0,,,,,,,87.0,215.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,975.0,,5151.0
165,JFF,,,,,,,,,,201.0,,,,,,,,,,20505.0,,,,,,,,,752.0,,179.0,,,,,,,244.0,3328.0,,140.0,,,2801.0,,,,,,,,,128.0,,,,,,,,,,,,790.0,696.0,,,,,2968.0,,,,,,2209.0,45.0,,,,9632.0,,,,,1113.0,176.0,1130.0,,,373.0,337.0,,3964.0,2604.0,1099.0,,394.0,,,,,,,,,,,,,,,,,,,534.0,,,,,49.0,,,,,3206.0,,,,,,,,,1879.0,,,6182.0,,,,,,,,,,,,,,,,,,,56.0,,,536.0,,,211.0,,68461.0
166,JHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,,,50.0,,,,,,,,,,,,,,,112.0,,,,,,158.0,,,,,,,,,296.0,,,,790.0,,,,,,,,,,,283.0,,,,,15400.0,408.0,,,3432.0,127.0,106.0,139.0,,,41.0,,,287.0,536.0,1429.0,,300.0,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,1106.0,,,,,179.0,,,,,,,,,,,,,,,,,,,,1344.0,,,63.0,,27935.0
167,JKP,,,,,,,,,,28.0,,,,,,,,,,12376.0,,,,,,1193.0,,,2306.0,,144.0,,,,,,,649.0,858.0,,,,,,,,,,,,,,,,,,,,,,,435.0,,,,72.0,,,,,,,,,401.0,500.0,,,,,182.0,5561.0,,,,6872.0,376.0,716.0,,,,199.0,693.0,,7518.0,1563.0,3446.0,,130.0,318.0,,,,,,,,,,370.0,,,,,,,,1648.0,,,,,,,,,,1560.0,,,,,,,,,780.0,,,451.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,309.0,,51669.0
168,JMC,,,,,,,,2510.0,,48.0,,,,,,,,,,740.0,,,,27.0,,2807.0,142.0,,2001.0,,,244.0,,,,,,,,,,,,,,,604.0,,,11403.0,,,,,,,,,,,,,,,,164.0,,,,,,,,,,7488.0,2463.0,,,,,12764.0,,,,,905.0,,766.0,,,144.0,,,8498.0,1365.0,,,,,,,,,,,,,,,,,,,,,,1818.0,,,,,1156.0,,,,,,,1582.0,371.0,,,,,,2706.0,,,3295.0,,,,629.0,,,,1463.0,,,4690.0,,,1382.0,,,,,74.0,,,1151.0,,10743.0,2309.0,,88452.0
169,JWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.0
170,KAM,,,,,,,,4097.0,,70.0,,,,,,,,,,2889.0,,,,,,,,,1711.0,,98.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,561.0,,,,15.0,,,,,,,,,,207.0,1068.0,,,,,22632.0,,,,3613.0,101.0,988.0,1266.0,,,156.0,2286.0,,2051.0,1232.0,2940.0,44.0,234.0,333.0,,,143.0,,,,,,,,,,120.0,,,,,469.0,,,,,,,,,,,,,,,,833.0,,,935.0,,,,,,,,,,,,,,,,,,,,,,31.0,,,995.0,,,542.0,,52735.0
171,KAP,,,,,,49.0,,,,,,,,,,,,,,10802.0,,346.0,,,,2526.0,337.0,,2227.0,114.0,93.0,69.0,,,,,,,,587.0,,,,,,,652.0,,,,,,,,,,,,,,,,,,,962.0,12650.0,,,,,,,,,,1918.0,48.0,,,,37351.0,,,,16973.0,486.0,591.0,182.0,,,169.0,563.0,,143.0,2248.0,3123.0,35.0,30.0,292.0,,,61.0,,,,,,738.0,,,,,,,,,2339.0,,,,,,,,,,2933.0,3523.0,,,,,,,,591.0,1275.0,,1448.0,,,,,,,,,,144.0,,,,,,,,,4173.0,,,149.0,,,2138.0,,115078.0
172,KCH,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,372.0,,,,,,,,137.0,,,,,,28.0,1324.0,,,,,72.0,,,,,19.0,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,103.0,,2501.0
173,KDC,,,,,,,,,,,,,,,,,,,,4659.0,,,,,,,,,612.0,,374.0,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,662.0,,,,,,,,245.0,,,,,,,,,1324.0,1162.0,1099.0,,,,,4924.0,446.0,,,8210.0,655.0,243.0,508.0,,,176.0,,,579.0,1350.0,2280.0,,183.0,,,,,,,,,,,,,,,,,,,250.0,,,,,214.0,,,,,,,433.0,,,,,,,1314.0,,15436.0,,,,,,,,,,,,,,,,,,,,750.0,,,815.0,,,,,48967.0
174,KER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,,,,,,,,,,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,141.0,997.0,,,,,5557.0,162.0,,,,,,,,,115.0,,,1311.0,216.0,,354.0,28.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154.0,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,235.0,,13285.0
175,KGM,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,0.0,,,,,,,,,,29.0,,,,,,,491.0,,,,,,,,,,,,,,,25.0,,,87.0,,,,,,,,,,,114.0,,,,,405.0,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,77.0,,,,,,0.0,,,,,52.0,,,,,,,,,,,,1036.0,,136.0,,,,,,,,,,,,,,,,,,,99.0,,,,,,0.0,,,77.0,0.0,2852.0
176,KOH,,,,,,,,,,,,,,,,,,,,,,,,543.0,,2521.0,,,0.0,,,,,,,,,2128.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,1482.0,,,,,,,,,,128.0,0.0,,,,,2561.0,100.0,291.0,,694.0,395.0,358.0,736.0,841.0,,56.0,461.0,,,602.0,1123.0,,38.0,63.0,,,,,,,,,,,,,,,,,430.0,5201.0,,,,,,,,,,,,,,,,,,,1370.0,,,3248.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,25389.0
177,KSC,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0
178,KSH,,,,,,,,,,,,474.0,,,,,,,,,,,,98.0,,,,,,,,,,,,,,260.0,5332.0,,,,,,,,,,,,,,192.0,,,,,,,,,,,,226.0,957.0,,,,,,,,251.0,624.0,65.0,959.0,,,,,793.0,,,,,233.0,,,,,58.0,,,524.0,120.0,,,109.0,310.0,,,,,,,,,937.0,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,13487.0
179,LAB,,,,,,,,,,,,,3958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589.0,,,,131.0,,,6695.0,,476.0,,418.0,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,17008.0
180,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
181,LAW,,,,,,,,,,,,,,,,,,,,14627.0,174.0,,,,,267.0,,,1270.0,,115.0,162.0,,,,,,183.0,2393.0,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,872.0,,,,,,,,,2343.0,1314.0,6117.0,108.0,,,,31389.0,,,,14336.0,1645.0,978.0,2872.0,,,487.0,5935.0,,4797.0,4647.0,5972.0,424.0,766.0,835.0,,,162.0,,,,,,,139.0,,,84.0,,429.0,,,1092.0,,,,,,,,,,2901.0,,,,,10396.0,,,,2598.0,,,13190.0,,155.0,,,,,,,,,,,,,,,,213.0,179.0,,,576.0,,,1676.0,,138984.0
182,LCM,,,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.0
183,LEI,,,157.0,,555.0,,,,,,,,,,,,,,,,,230.0,,865.0,,,453.0,,4538.0,,,97.0,,,,703.0,,,,,,,,,,,5226.0,772.0,,,,,,,65487.0,,,1646.0,,,,,,,,654.0,11043.0,,770.0,,,,,,1314.0,733.0,1111.0,,,,,11646.0,,,,18568.0,1124.0,843.0,,,,199.0,,100.0,347.0,1912.0,3272.0,,368.0,,,,520.0,,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,812.0,,310.0,,,,,,215.0,,,,,,,237.0,,772.0,,649.0,,,34.0,,,915.0,,,843.0,,140455.0
184,LHI,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,,,,,89.0,10126.0,,,,,1991.0,,,,,290.0,,,,,3640.0,,,,,243.0,,,,,106.0,,,1604.0,669.0,,,244.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,,23114.0
185,LJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,1272.0,,,,,,5460.0,221.0,,,,,,,342.0,,,,,,,3734.0,,,,1792.0,25.0,,27.0,,,26.0,,,73.0,447.0,911.0,,79.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,14968.0
186,LRC,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,381.0,,,,1624.0,,,,,,,,,,,,,,1455.0,,,,,,,,,,,21374.0,,,,,,,,221.0,,,,158.0,,,,,3070.0,8173.0,1099.0,,,,,2852.0,,,,2731.0,228.0,180.0,8.0,,,92.0,,,4506.0,2071.0,2650.0,57.0,128.0,346.0,,,,,,513.0,,2094.0,,,,,,,,,,578.0,,,,,,,,,,651.0,,1038.0,,,,,,,3114.0,,5174.0,,,,,,,,,136.0,,,,,,,,,,,248.0,,,,,8348.0,543.0,,75892.0
187,LTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0,1611.0,,,,,,,,,,60.0,,,,,28.0,,,50.0,762.0,,68.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10764.0,,,704.0,,,,,,,5052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20354.0
188,LVL,,,,,,,,1139.0,,,,,,,,,,,,1609.0,,,,,,,171.0,,1638.0,,,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,118.0,,,,,464.0,,,3901.0,,564.0,273.0,,,,8150.0,1117.0,,,3302.0,1899.0,927.0,,,,313.0,247.0,,11681.0,2325.0,4508.0,93.0,729.0,56.0,,,159.0,,,,,,,,,,,,1651.0,,,874.0,,,,,,,,,,2954.0,,,,,2600.0,,,,1351.0,,,33396.0,,,,,63.0,,,,,,,,,,,,,,,552.0,,,,,2891.0,,91998.0
189,MAB,,,,,,,,,,,,,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,,,,104.0,,,3080.0,,,,,,,,,,,,,,8.0,,28.0,,,,,,,,207.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,,,,,,,,8590.0
190,MBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,96.0,,,,,14.0,,,,,14.0,,,113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.0,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,2698.0
191,MCA,,,,,,,,3650.0,,,,,,,,,,,,396.0,,,,180.0,,,,,,,,,,,83.0,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,6583.0,,,,,,,,,,616.0,,,,,2140.0,,,,4713.0,151.0,251.0,,,,170.0,,,905.0,1162.0,1244.0,,148.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,23362.0
192,MCB,,,108.0,82.0,,,,,,28.0,,,,,,,,,,,,9765.0,,910.0,,944.0,,,4151.0,,819.0,,,,525.0,,,,,,445.0,,,,,21873.0,5841.0,103.0,,,,,,,,,,,,,231.0,,,,,1363.0,31599.0,,2201.0,,,,,668.0,910.0,,15158.0,,,,1739.0,26755.0,,,,11543.0,5985.0,1713.0,2133.0,,,281.0,,2280.0,1402.0,2976.0,4006.0,262.0,986.0,94.0,,,,,,,,,1904.0,77.0,,141.0,,,,,326.0,,,,,,52.0,,,,,978.0,154.0,,,,,,,,1047.0,,,,,,,,58.0,,,,,,,,,,,152.0,,,803.0,,,345.0,,,1128.0,1743.0,168787.0
193,MCC,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,,,,92.0,,,,,,,,,,153.0,436.0,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,,,,,,,1949.0,113.0,,,2129.0,,,45.0,,,39.0,,,520.0,750.0,228.0,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,495.0,,,574.0,,,,131.0,,,,,213.0,,4897.0,,,,,,,,1881.0,,,,,,,,,,,,238.0,,,,,,632.0,,17555.0
194,MCH,,,,,,,,2801.0,,,,,,,,,,,,11088.0,,,,,,558.0,,,290.0,,50.0,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,5037.0,,,,,,,,,,614.0,,1425.0,,,1781.0,,,,4816.0,298.0,171.0,,,,199.0,,,1043.0,173.0,320.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0,,,,,,,,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0,,32456.0
195,MCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,4601.0,,,,,,,1280.0,,,,,,,,,,40.0,,,1088.0,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7891.0
196,MCO,,,,,,,,,,,,,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606.0,,,,366.0,,,956.0,,,,,,,,,,59.0,,,1214.0,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9135.0
197,MCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0
198,MES,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
199,MHC,,,,,,,,,,,,,55420.0,,,,,,,,,,,,,,,,756.0,65.0,,,,,,,,1346.0,8711.0,,284.0,,,,,5526.0,,,,,,14890.0,463.0,,,,,,,,,,,128.0,87.0,2500.0,,,,1457.0,,,951.0,1445.0,3558.0,,809.0,,,,,676.0,,,,,3858.0,365.0,2826.0,,,377.0,,,968.0,1181.0,,105.0,1187.0,44.0,,,,,,,,,,,,,,,,2289.0,,227.0,,,,5557.0,14110.0,,,,,,,,,,,,,,3956.0,,,6103.0,,,,,,,,,,,,876.0,,,,297.0,0.0,63.0,,,,,,,,,143461.0
200,MHP,,,,,,,,2130.0,,,,,,,,,,,,600.0,,,,,,,,,2446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,3917.0,,,,,351.0,,,,,4181.0,396.0,,,,,72.0,,,,154.0,,258.0,1488.0,516.0,,228.0,,36.0,,,57.0,,,,,,,,,,,,,,,563.0,,,,,,,,,,1040.0,,,,,97.0,,,,914.0,,,,,,,,,,,,,,,,,,,,,,149.0,,,420.0,,,519.0,,20589.0
201,MMR,,36.0,,,,,,,,,,,,,,418.0,,,,,,,,637.0,,,,,861.0,,,,,,104.0,,,,,,,,,,,,1503.0,,,,,,,,,,,,,,,,,,,,13047.0,,222.0,,,,,,,30.0,327.0,,,,,4443.0,540.0,,,5911.0,87.0,1398.0,80.0,,,227.0,1635.0,,3323.0,1338.0,2529.0,363.0,154.0,150.0,,,,,,,,,,,,172.0,,,,,,213.0,,,,,,,,74.0,,,,11.0,,,,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,1332.0,,,,342.0,,41741.0
202,MNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0
203,MOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
204,MRB,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,750.0,,,,,,,,,,,,34.0,,,,,,3376.0,,,,,,,,,,,,,,,,,,,636.0,4132.0,,,,,,,,,,950.0,67.0,,,,7389.0,,,,,137.0,65.0,,,,33.0,,54.0,39.0,755.0,,,64.0,,,,,,,,,,,,,,,,,,,564.0,,,,,54.0,,,,,,,144.0,,,,,,,18065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897.0,,40317.0
205,MRC,,,,,,,,,,,,,22158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,0.0,,,,1424.0,,,,,,,,,,,,,,,,,,1363.0,,,14050.0,,571.0,,1089.0,,,,,397.0,,,,,2316.0,199.0,1050.0,,,121.0,,,420.0,,,,1057.0,,,,,,,,,,,,,,,,,,,181.0,,,,13173.0,4531.0,,,,,,0.0,,,,,,,,2252.0,,,2400.0,,,,,,,,,,,,591.0,,,,570.0,,,,,,,,,,,69963.0
206,MRF,,,,,,,,1666.0,15.0,181.0,,,,,,,,,,2421.0,,,,,,762.0,,,348.0,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,580.0,,216.0,,,,,11357.0,,,,3642.0,285.0,138.0,969.0,,,57.0,,,,672.0,1199.0,,157.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,2817.0,,,,,,,,,396.0,,,,,,,,,,,,,,,,,,86.0,,,,,,,301.0,,,,,28545.0
